67.195.115.240 - - [05/Jul/2010:00:00:13 -0700] "GET blackstardojo.org/wiki/index.php?title=Subforum&oldid=1771 HTTP/1.0" 200 2726 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.111.226 - - [05/Jul/2010:00:00:53 -0700] "GET www.blackstardojo.org/viewtopic.php?p=50226 HTTP/1.0" 200 68087 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/header_logo_03.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/header_logo_02.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/header_logo_01.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/header_logo_05.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/header_logo_04.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/lang_english/post.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/lang_english/reply.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/images/ranks/newbelts/Red.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/rank1.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/images/avatars/4684324644c1ca9bfe420f.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/viewtopic.php?t=2376&start=15 HTTP/1.1" 200 63375 "http://www.blackstardojo.org/viewforum.php?f=16" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/icon_minipost.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/lang_english/icon_quote.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/lang_english/icon_edit.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/icon_delete.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/lang_english/icon_ip.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/icon_report.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/lang_english/icon_profile.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/lang_english/icon_pm.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/lang_english/icon_email.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/images/ranks/newbelts/Chameleon/BlackChameleonMod.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/cellpic3.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/cellpic1.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/templates/guildwars_tree/images/spacer.gif HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/images/ranks/newbelts/Mantis/GreenMantisMod.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/images/ranks/ECRANK.PNG HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/images/ranks/gameware.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/images/avatars/86442633446eb7a6217d49.jpg HTTP/1.1" 404 1695 "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/medals/ConcordatMedal.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/medals/WiseMedal.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/medals/challengemedalvy7.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/medals/doagmedal_212.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
68.151.240.23 - - [05/Jul/2010:00:00:58 -0700] "GET www.blackstardojo.org/medals/dojo_service.png HTTP/1.1" 304 - "http://www.blackstardojo.org/viewtopic.php?t=2376&start=15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
